-2.284308814,-31.734065629999996
-2.2855382103687942,-31.61415707790071
-2.2928445443971635,-31.390397837262412
-2.320643309446809,-31.033096629617024
-2.3600132680567376,-30.600974323304968
-2.393995245588653,-30.12895142468085
-2.4198266132765958,-29.65668028208511
-2.4437094081843975,-29.21265234815603
-2.466718848751773,-28.719696714028366
-2.4858282840425536,-28.25063261476596
-2.5072193571773047,-27.741882952042555
-2.531492053219858,-27.14321331316312
-2.5488645941702126,-26.48827530085107
-2.542198833546099,-25.76417492795744
-2.4863190055602837,-25.129483443617023
-2.394669990255319,-24.441520048085106
-2.2735989587517733,-23.85269974748936
-2.135711156624114,-23.38523275977305
-1.9922983560425536,-22.94952367489362
-1.8355270280425533,-22.541206927432622
-1.6638384989929083,-22.143856238099293
-1.4685902529787238,-21.742724997659575
-1.2785593976028369,-21.347942388666667
-1.089187299985816,-20.95014106815603
-0.886941995957447,-20.571647771659578
-0.6913022040992906,-20.218830642723404
-0.4712967538156031,-19.859991971985814
-0.3111158399148938,-19.590391532680847
-0.21002050717730486,-19.387216854382977
-0.12546262258156043,-19.22744936851064
-0.04736635038297869,-19.085258531702127
0.00963143687943262,-18.973319135446808
0.018967377106383056,-18.896448524950355
0.016118662000000138,-18.836253649234045
0.0047615362411349785,-18.792290097929076
0.013079292907801543,-18.749433342340428
0.06351224008510625,-18.672630650851065
0.11571184014184413,-18.603924937914893
0.19276729641855345,-18.52513962351773
0.26148047221089377,-18.47276835506383
0.30903101883687983,-18.460897204978725
0.3441169975177306,-18.471459084085105
0.37300747782978727,-18.482014149914892
0.3993364845957446,-18.476809483758863
0.3975385849645389,-18.47801424106383
0.38258697051063817,-18.48376540280851
0.409550333177305,-18.459612079588652
0.3861407833333331,-18.469425836666666
0.34829373255319135,-18.49020844306383
0.2958265879007091,-18.53172275632624
0.22645086560283664,-18.594818816695035
0.16507745544680857,-18.650783708978725
0.11338770036879442,-18.699208256411346
0.05165739475177307,-18.7685268598156
-0.019532585148936254,-18.851013410170214
-0.09073136346099316,-18.938652128397162
-0.17762566270922017,-19.031053856950358
-0.2626810538723402,-19.11261711961702
-0.333257054850383,-19.182634941957446
-0.3911042057304965,-19.2408842478156
-0.43309882927659593,-19.283204521914893
-0.46219449211347524,-19.313981640340426
-0.49436223290780124,-19.34593334771631
-0.5260722620425531,-19.376103452425532
-0.5815808722411345,-19.428860101078016
-0.6687594078960283,-19.521009466638297
-0.748747112090298,-19.613608333829788
-0.8221305535319144,-19.696291573304965
-0.884925281617021,-19.76444410131915
-0.9318508677446807,-19.812027269234044
-0.9867036934609932,-19.862254614964538
-1.0627988135177302,-19.92469398295035
-1.1727121121276591,-20.01112009387234
-1.28695281951773,-20.098509846737592
-1.3987304874326238,-20.180773464212766
-1.5156471304680852,-20.266594305531918
-1.631195473758865,-20.34698909470922
-1.736226186851064,-20.414491385957444
-1.8314667061702128,-20.473511343234044
-1.9370228813758872,-20.53860959306383
-2.0544295403262405,-20.615131888964537
-2.1828809883829785,-20.698569308978723
-2.2901963269645385,-20.769517987446807
-2.3480016434326236,-20.81496123161702
-2.3951834979999997,-20.85398156255319
-2.437363451943262,-20.887048321205675
-2.496082599432624,-20.928457742907803
-2.563591520723404,-20.97266732919149
-2.6650243273758867,-21.03236440089362
-2.7868531921276603,-21.09818101470922
-2.9174380563829794,-21.165799858893617
-3.0038895756879427,-21.215523535418438
-3.0809111122836876,-21.261898698595743
-3.1528756839148935,-21.30539448387234
-3.2292216706666665,-21.350172678666667
-3.304141049148936,-21.389171492851066
-3.3796636901276593,-21.42413398242553
-3.4674150956737586,-21.45949667448227
-3.534534872893617,-21.480036545730492
-3.5884537451063827,-21.48708344408511
-3.398906698765959,-21.481640101829786
-3.4515617218581567,-21.492908244170213
-3.555326405404254,-21.513277331404254
-3.6617575932907798,-21.53124049266667
-3.7662833954042547,-21.545864413815604
-3.8637471107659573,-21.560647030085104
-3.9636393773333323,-21.576389957702126
-4.061071121730497,-21.58913527539007
-4.161587850425532,-21.598229778127664
-3.9704106792765863,-21.581369071914896
-3.3739543687517726,-21.53464447292199
-3.4136319405531914,-21.535667412851062
-3.4667456031347514,-21.53905586876596
-3.5494319138156016,-21.549921994695033
-3.6607873459999993,-21.565086226255318
-3.7926316006099285,-21.580389467078014
-3.9287362661276597,-21.595493019163122
-4.04077230974468,-21.60097062097872
-4.145167795588653,-21.606159455943263
-4.225810036865248,-21.6074154510922
-4.311653188127661,-21.607935351531914
-4.403104414297873,-21.606726324921986
-4.5090219314042566,-21.60406828724823
-4.6349604082978715,-21.60139893970213
-4.767843190737588,-21.601072550198584
-4.909858272198581,-21.600607482609927
-5.041170917914893,-21.594244035957445
-5.168056243886523,-21.58287128878014
-5.283588547390071,-21.570500989773052
-5.377747571446809,-21.5595963073617
-5.455950027829788,-21.55249187673759
-5.489976668269504,-21.548663229517732
-5.5647439664255325,-21.544136308085108
-5.717571521007093,-21.536141024269504
-5.9264550796170195,-21.52550635329078
-6.159447802127658,-21.51381284740426
-6.399474417007092,-21.500973649503543
-6.624504590312055,-21.48844143797163
-6.8553737242127655,-21.477772125148938
-7.082913656893616,-21.46998007673759
-7.270498690255319,-21.464705316141842
-7.449310874,-21.459648512
